1、 3'8/35
9416、 95/162
9417、 3/4
9418、 1/3
9419、 2
9420、 2'19/90
9421、 4/81
9422、 4'7/8
9423、 33/56
9424、 5'5/6
9425、 5'1/3
9426、 32/75
9427、 1'1/20
9428、 4'7/18
9429、 1/2
9430、 16/21
9431、 2/3
9432、 2'1/3
9433、 7'1/7
9434、 35/108
9435、 5/27
9436、 2'2/15
9437、 2'1/5
9438、 1/3
9439、 3'41/72
9440、 4/63
9441、 16/35
9442、 18'5/6
9443、 1'11/12
9444、 3/5
9445、 5'5/27
9446、 1'13/32
9447、 3
9448、 4'2/3
9449、 1'61/210
9450、 32/63
9451、 1'1/6
9452、 5'1/7
9453、 3'34/105
9454、 3'2/3
9455、 1'37/243
9456、 5'4/9
9457、 1/2
9458、 9'7/10
9459、 75/112
9460、 3'13/210
9461、 24
9462、 1'1/8
9463、 10'34/83
9464、 95/252
9465、 5'1/16
9466、 7'2/3
9467、 4'4/9
9468、 19/42
9469、 6'1/6
9470、 15'3/4
9471、 40/81
9472、 19/72
9473、 6
9474、 6'13/21
9475、 2'163/252
9476、 1/2
9477、 37/40
9478、 7/729
9479、 97/105
9480、 1/6
9481、 4'2/7
9482、 2'2/3
9483、 5/8
9484、 1'1/4
9485、 2'33/40
9486、 1/2
9487、 6'5/9
9488、 2
9489、 289/360
9490、 4'3/5
9491、 1'1/4
9492、 11/20
9493、 1'3/10
9494、 2'83/168
9495、 6'1/6
9496、 294
9497、 3'1/5
9498、 1'2/3
9499、 4/9
9500、 13/105
9501、 11/32
9502、 1/6
9503、 27/32
9504、 1'1/2
9505、 1'32/35
9506、 1'17/48
9507、 6'41/54
9508、 9
9509、 37/72
9510、 1'3/32
9511、 3/4
9512、 7'11/45
9513、 19/63
9514、 3'6/7
9515、 2/3
9516、 4'5/6
9517、 4'5/6
9518、 4/43
9519、 1'17/20
9520、 4'4/5
9521、 15/28
9522、 3'1/10
9523、 1'2/5
9524、 1'1/2
9525、 3'7/8
9526、 6'1/6
9527、 2'6/7
9528、 1'1/4
9529、 3'2/3
9530、 1'1/14
9531、 2'7/12
9532、 2'7/18
9533、 2'5/6
9534、 3'3/8
9535、 1/10
9536、 3'17/18
9537、 11/12
9538、 1'1/3
9539、 3'1/3
9540、 1'2/21
9541、 11'1/4
9542、 1'23/28
9543、 4'1/8
9544、 3'13/14
9545、 1/2
9546、 0
9547、 3'8/15
9548、 10'1/2
9549、 15'3/4
9550、 1'1/2
9551、 1'1/14
9552、 7'23/42
9553、 8'1/8
9554、 7'5/12
9555、 8/15
9556、 1'19/36
9557、 2'11/48
9558、 8/15
9559、 1'2/3
9560、 19'2/15
9561、 4'33/35
9562、 6'6/7
9563、 1'47/60
9564、 8/45
9565、 1'11/30
9566、 3'7/9
9567、 1/4
9568、 3/4
9569、 137/280
9570、 2'3/20
9571、 1'37/54
9572、 2'17/18
9573、 7'19/21
9574、 6'2/5
9575、 4'5/6
9576、 14/81
9577、 3
9578、 3'35/72
9579、 14
9580、 5/6
9581、 24/35
9582、 4/35
9583、 18
9584、 13'13/14
9585、 9'7/15
9586、 2'1/21
9587、 2/19
9588、 2'7/108
9589、 1'4/5
9590、 1'1/8
9591、 1'1/3
9592、 8'1/3
9593、 1'1/5
9594、 1'1/15
9595、 4'1/2
9596、 5/18
9597、 1'1/5
9598、 2/35
9599、 2'3/10
9600、 14'2/5
9601、 6'1/10
9602、 9/32
9603、 1'7/9
9604、 1/45
9605、 1'9/14
9606、 1'2/7
9607、 3/14
9608、 12
9609、 4'4/27
9610、 15/28
9611、 1'1/4
9612、 295/504
9613、 2'3/4
9614、 3
9615、 5'5/7
9616、 4'115/144
9617、 33/56
9618、 2'31/40
9619、 2'1/4
9620、 8'1/5
9621、 20/63
9622、 4/5
9623、 20/243
9624、 8/21
9625、 1'5/14
9626、 5'9/10
9627、 2'7/9
9628、 3
9629、 4
9630、 4/5
9631、 9'2/7
9632、 1/2
9633、 1'83/84
9634、 9'1/3
9635、 8
9636、 67/90
9637、 296/567
9638、 4'3/8
9639、 1'2/3
9640、 36/49
9641、 1'3/7
9642、 3'5/6
9643、 8
9644、 5/27
9645、 1/2
9646、 2'9/28
9647、 8'1/2
9648、 5/192
9649、 1'16/35
9650、 56/153
9651、 1'1/7
9652、 1'23/28
9653、 1'7/8
9654、 17/108
9655、 1'1/2
9656、 1/9
9657、 3'1/18
9658、 3'4/7
9659、 35/54
9660、 5/16
9661、 9/35
9662、 6'20/21
9663、 1'4/7
9664、 3/4
9665、 2/3
9666、 6'53/126
9667、 5/9
9668、 1'2/5
9669、 16/49
9670、 2'2/5
9671、 28/51
9672、 37/56
9673、 1'5/9
9674、 20/27
9675、 1'14/45
9676、 3'7/12
9677、 1'11/14
9678、 2'5/8
9679、 1'2/5
9680、 3'2/63
9681、 8
9682、 4'3/40
9683、 5/27
9684、 5'88/105
9685、 1'1/2
9686、 5'2/9
9687、 23/30
9688、 13'14/17
9689、 17/18
9690、 1/6
9691、 2'25/27
9692、 4'6/49
9693、 1
9694、 5/8
9695、 6'1/6
9696、 18'2/3
9697、 21/37
9698、 19/20
9699、 3'13/18
9700、 7'1/4
9701、 5
9702、 79/280
9703、 1'5/21
9704、 3'11/21
9705、 1'19/20
9706、 2'1/45
9707、 7'9/14
9708、 5/54
9709、 16'1/7
9710、 80/81
9711、 43/45
9712、 3'3/4
9713、 1'10/81
9714、 2
9715、 2'5/6
9716、 12/23
9717、 7'1/6
9718、 5/9
9719、 7'135/196
9720、 1'1/10
9721、 3'1/4
9722、 4'1/21
9723、 6'1/4
9724、 1'17/18
9725、 9/28
9726、 3'3/7
9727、 5/21
9728、 2'8/35
9729、 8/9
9730、 3'9/32
9731、 10/21
9732、 19/72
9733、 1/2
9734、 3'4/7
9735、 7'3/7
9736、 2'7/24
9737、 3
9738、 23/40
9739、 2'37/96
9740、 3'2/9
9741、 9
9742、 4/35
9743、 6'1/5
9744、 6'1/6
9745、 9'11/96
9746、 1/15
9747、 7/24
9748、 3'7/30
9749、 16/63
9750、 4'13/54
9751、 4
9752、 1'1/2
9753、 185/252
9754、 2'3/7
9755、 6'1/6
9756、 6'3/8
9757、 8'1/8
9758、 1/189
9759、 3/25
9760、 1/84
9761、 7/8
9762、 5'3/5
9763、 2'14/15
9764、 1/2
9765、 8'1/2
9766、 3/17
9767、 9'1/2
9768、 32/81
9769、 1'13/32
9770、 1'1/2
9771、 7
9772、 7/24
9773、 2'1/10
9774、 7/12
9775、 3'6/7
9776、 1/20
9777、 2/3
9778、 2'8/21
9779、 3/5
9780、 3'49/60
9781、 4/81
9782、 2'3/5
9783、 2'3/14
9784、 192
9785、 15/32
9786、 1'2/3
9787、 1'23/30
9788、 17/18
9789、 6'3/13
9790、 1'1/8
9791、 2'2/5
9792、 1/16
9793、 4/15
9794、 15'3/4
9795、 20/91
9796、 3/14
9797、 6
9798、 1/6
9799、 5'17/18
9800、 3'2/5
9801、 1'1/8
9802、 2'11/24
9803、 3/4
9804、 5/14
9805、 1/4
9806、 3'1/8
9807、 7'1/2
9808、 3/10
9809、 1'9/23
9810、 29/96
9811、 1/42
9812、 5/28
9813、 1'11/42
9814、 1'59/84
9815、 1'1/7
9816、 5'1/2
9817、 2'1/4
9818、 31/60
9819、 1'43/45
9820、 3/4
9821、 48/49
9822、 2/21
9823、 3'3/4
9824、 20/21
9825、 6'8/9
9826、 4/9
9827、 1'5/18
9828、 0
9829、 2'25/42
9830、 1'19/36
9831、 1'4/21
9832、 0
9833、 3'1/2
9834、 3'2/5
9835、 2'1/2
9836、 4'3/5
9837、 14'3/5
9838、 6'41/70
9839、 2'1/5
9840、 1'7/9
9841、 2'205/252
9842、 1'13/63
9843、 7/9
9844、 6'5/42
9845、 9'10/21
9846、 2'7/8
9847、 8/15
9848、 3'1/6
9849、 2'1/10
9850、 4'1/7
9851、 4/7
9852、 2'3/40
9853、 20'13/21
9854、 35
9855、 1'7/8
9856、 1/64
9857、 8/9
9858、 5'4/9
9859、 3'1/14
9860、 5'7/9
9861、 7/12
9862、 23/90
9863、 3/8
9864、 79/160
9865、 1'49/150
9866、 1'7/18
9867、 5'7/8
9868、 1'1/8
9869、 7'37/54
9870、 1'1/6
9871、 8/27
9872、 1'65/81
9873、 10
9874、 1'2/5
9875、 1'19/21
9876、 4/5
9877、 6'1/4
9878、 5'29/45
9879、 13'1/2
9880、 1'1/72
9881、 2
9882、 10'1/5
9883、 6'5/7
9884、 2'2/63
9885、 8/49
9886、 11
9887、 1'3/4
9888、 2'13/135
9889、 4'4/5
9890、 1'5/18
9891、 5/9
9892、 2'13/40
9893、 13/15
9894、 7'5/28
9895、 1/3
9896、 1'1/2
9897、 2'2/9
9898、 5'5/6
9899、 3/14
9900、 13/18
9901、 9/11
9902、 4/21
9903、 1'32/35
9904、 3'3/7
9905、 0
9906、 1'39/40
9907、 8'27/35
9908、 5'1/8
9909、 2'8/9
9910、 6
9911、 16'1/5
9912、 10'19/24
9913、 2'1/3
9914、 1'11/45
9915、 8/21
9916、 1'15/49
9917、 3'1/9
9918、 6'1/4
9919、 13'2/3
9920、 18/343
9921、 1
9922、 189/400
9923、 2'1/2
9924、 5'4/9
9925、 1/9
9926、 1'5/6
9927、 2/3
9928、 16/105
9929、 7'1/2
9930、 1'31/81
9931、 12/13
9932、 2'1/2
9933、 1'29/40
9934、 19'1/3
9935、 8'8/9
9936、 10'1/5
9937、 5'11/21
9938、 7'131/140
9939、 7'3/4
9940、 1/5
9941、 6
9942、 2'11/18
9943、 13/40
9944、 8
9945、 2'1/9
9946、 3
9947、 5'3/10
9948、 8'1/7
9949、 1'3/7
9950、 4
9951、 41'2/5
9952、 3'3/4
9953、 5'25/28
9954、 4/9
9955、 1'5/36
9956、 17/18
9957、 2'7/18
9958、 3/5
9959、 1'101/140
9960、 1'24/35
9961、 5'1/3
9962、 2'2/7
9963、 7'2/3
9964、 62'1/8
9965、 3'1/3
9966、 3'3/4
9967、 49/72
9968、 1'9/32
9969、 1'17/126
9970、 1'6/35
9971、 1'1/5
9972、 3'11/15
9973、 3/8
9974、 90/287
9975、 4'1/2
9976、 2/41
9977、 14'20/21
9978、 12/25
9979、 2'17/42
9980、 2'73/140
9981、 4'37/42
9982、 1'2/3
9983、 4'1/20
9984、 4'17/30
9985、 41'1/2
9986、 1'67/504
9987、 1'5/8
9988、 50
9989、 1'1/9
9990、 1'2/7
9991、 3'3/5
9992、 4/5
9993、 1'5/9
9994、 6'1/7
9995、 3/5
9996、 6/7
9997、 5
9998、 6'3/4
9999、 5/12
10000、 2'1/18

